,app_country,schengen_state,year,app,total_issued,mev_issued,ltv,rejected,code_schengen,code_app,visa_free,asyl_app,rejection_rate
2080,Cambodia,France,2014,4772.0,4219.0,375.0,2.0,551.0,FR,KH,False,45.0,11.546521374685666
2081,Cambodia,France,2015,5425.0,4501.0,655.0,0.0,853.0,FR,KH,False,35.0,15.723502304147466
2082,Cambodia,France,2016,5589.0,4632.0,655.0,0.0,918.0,FR,KH,False,35.0,16.425120772946862
2083,Cambodia,France,2017,6776.0,5884.0,824.0,5.0,821.0,FR,KH,False,25.0,12.11629279811098
2084,Cambodia,France,2018,7724.0,6610.0,1134.0,0.0,1020.0,FR,KH,False,55.0,13.20559295701709
2085,Cambodia,France,2019,8693.0,7242.0,1228.0,0.0,1242.0,FR,KH,False,70.0,14.287357644081444
2086,Cambodia,France,2020,1568.0,1195.0,214.0,0.0,411.0,FR,KH,False,35.0,26.211734693877553
2087,Cambodia,France,2021,1136.0,1003.0,379.0,0.0,90.0,FR,KH,False,10.0,7.922535211267606
2088,Cambodia,Germany,2012,1295.0,1214.0,26.0,0.0,81.0,DE,KH,False,5.0,6.254826254826256
2089,Cambodia,Germany,2013,1407.0,1292.0,40.0,0.0,115.0,DE,KH,False,5.0,8.173418621179815
2090,Cambodia,Germany,2014,1617.0,1548.0,55.0,0.0,69.0,DE,KH,False,15.0,4.267161410018553
2091,Cambodia,Germany,2015,1914.0,1856.0,49.0,0.0,58.0,DE,KH,False,5.0,3.0303030303030303
2092,Cambodia,Germany,2016,2146.0,2057.0,368.0,0.0,89.0,DE,KH,False,5.0,4.147250698974837
2093,Cambodia,Germany,2017,2475.0,2354.0,263.0,0.0,121.0,DE,KH,False,15.0,4.888888888888889
2094,Cambodia,Germany,2018,3526.0,3104.0,919.0,0.0,422.0,DE,KH,False,35.0,11.96823596142938
2095,Cambodia,Germany,2019,6167.0,5580.0,2020.0,0.0,587.0,DE,KH,False,15.0,9.518404410572401
2096,Cambodia,Germany,2020,1294.0,1146.0,699.0,0.0,148.0,DE,KH,False,5.0,11.437403400309119
2097,Cambodia,Germany,2021,98.0,89.0,69.0,5.0,3.0,DE,KH,False,0.0,3.061224489795918
2098,Cameroon,Belgium,2012,3474.0,1982.0,581.0,0.0,1550.0,BE,CM,False,460.0,44.61715601611974
2099,Cameroon,Belgium,2013,3411.0,1985.0,539.0,0.0,1344.0,BE,CM,False,360.0,39.40193491644679
2100,Cameroon,Belgium,2014,3773.0,2558.0,1085.0,0.0,1285.0,BE,CM,False,350.0,34.05777895573814
2101,Cameroon,Belgium,2015,3849.0,2492.0,956.0,0.0,1136.0,BE,CM,False,280.0,29.514159521953754
2102,Cameroon,Belgium,2016,3983.0,2506.0,1024.0,11.0,1412.0,BE,CM,False,255.0,35.45066532764248
2103,Cameroon,Belgium,2017,4316.0,2609.0,1239.0,0.0,1278.0,BE,CM,False,350.0,29.610750695088043
2104,Cameroon,Belgium,2018,4349.0,2493.0,967.0,0.0,1540.0,BE,CM,False,355.0,35.41043918142102
2105,Cameroon,Belgium,2019,4823.0,2677.0,1011.0,0.0,1904.0,BE,CM,False,390.0,39.477503628447025
2106,Cameroon,Belgium,2020,882.0,433.0,210.0,0.0,351.0,BE,CM,False,270.0,39.795918367346935
2107,Cameroon,Belgium,2021,1330.0,676.0,368.0,0.0,365.0,BE,CM,False,400.0,27.44360902255639
2108,Cameroon,France,2012,18885.0,13793.0,2844.0,0.0,5092.0,FR,CM,False,245.0,26.963198305533492
2109,Cameroon,France,2013,19087.0,13847.0,3171.0,10.0,5230.0,FR,CM,False,255.0,27.400848745219257
2110,Cameroon,France,2014,19771.0,13590.0,3311.0,24.0,6157.0,FR,CM,False,300.0,31.14157098781043
2111,Cameroon,France,2015,20512.0,14244.0,3222.0,4.0,6073.0,FR,CM,False,380.0,29.607059282371296
2112,Cameroon,France,2016,20177.0,14457.0,3222.0,40.0,5262.0,FR,CM,False,425.0,26.079199088070578
2113,Cameroon,France,2017,21559.0,15097.0,3012.0,12.0,5928.0,FR,CM,False,605.0,27.49663713530312
2114,Cameroon,France,2018,20975.0,14871.0,3202.0,6.0,5504.0,FR,CM,False,1285.0,26.240762812872465
2115,Cameroon,France,2019,22613.0,15599.0,3394.0,4.0,6147.0,FR,CM,False,1290.0,27.183478530049086
2116,Cameroon,France,2020,3656.0,2486.0,681.0,3.0,898.0,FR,CM,False,855.0,24.562363238512035
2117,Cameroon,France,2021,7980.0,5637.0,2100.0,15.0,1752.0,FR,CM,False,975.0,21.954887218045112
2118,Cameroon,Germany,2012,4089.0,2975.0,279.0,0.0,1114.0,DE,CM,False,220.0,27.243824896062605
2119,Cameroon,Germany,2013,3793.0,2991.0,276.0,1.0,801.0,DE,CM,False,415.0,21.117848668600054
2120,Cameroon,Germany,2014,3455.0,2770.0,303.0,0.0,685.0,DE,CM,False,600.0,19.826338639652676
2121,Cameroon,Germany,2015,3407.0,2706.0,423.0,1.0,700.0,DE,CM,False,965.0,20.545934840035223
2122,Cameroon,Germany,2016,3903.0,2778.0,793.0,50.0,1075.0,DE,CM,False,1350.0,27.542915705867284
2123,Cameroon,Germany,2017,4658.0,3034.0,621.0,10.0,1614.0,DE,CM,False,1100.0,34.65006440532417
2124,Cameroon,Germany,2018,4857.0,3493.0,606.0,9.0,1355.0,DE,CM,False,920.0,27.89787934939263
2125,Cameroon,Germany,2019,5269.0,3618.0,601.0,2.0,1649.0,DE,CM,False,815.0,31.29626115012336
2126,Cameroon,Germany,2020,747.0,473.0,56.0,0.0,274.0,DE,CM,False,475.0,36.68005354752343
2127,Cameroon,Germany,2021,339.0,224.0,81.0,2.0,107.0,DE,CM,False,385.0,31.563421828908556
2128,Cameroon,Italy,2012,3425.0,2213.0,774.0,0.0,1212.0,IT,CM,False,75.0,35.386861313868614
2129,Cameroon,Italy,2013,4280.0,2528.0,948.0,179.0,1573.0,IT,CM,False,70.0,36.752336448598136
2130,Cameroon,Italy,2014,3761.0,2198.0,907.0,232.0,1331.0,IT,CM,False,185.0,35.38952406274927
2131,Cameroon,Italy,2015,3855.0,2319.0,937.0,253.0,1283.0,IT,CM,False,330.0,33.28145265888456
2132,Cameroon,Italy,2016,3250.0,1938.0,712.0,18.0,1294.0,IT,CM,False,1985.0,39.815384615384616
2133,Cameroon,Italy,2017,3509.0,2273.0,580.0,103.0,1133.0,IT,CM,False,1995.0,32.288401253918494
2134,Cameroon,Italy,2018,3658.0,2137.0,522.0,2.0,1519.0,IT,CM,False,495.0,41.52542372881356
2135,Cameroon,Italy,2019,4274.0,2471.0,667.0,0.0,1803.0,IT,CM,False,175.0,42.185306504445485
2136,Cameroon,Italy,2020,572.0,187.0,104.0,0.0,385.0,IT,CM,False,185.0,67.3076923076923
2137,Cameroon,Italy,2021,566.0,316.0,217.0,10.0,240.0,IT,CM,False,355.0,42.40282685512368
2138,Cameroon,Spain,2012,1211.0,609.0,46.0,0.0,476.0,ES,CM,False,115.0,39.30635838150289
2139,Cameroon,Spain,2013,1264.0,759.0,46.0,4.0,440.0,ES,CM,False,85.0,34.810126582278485
2140,Cameroon,Spain,2014,1571.0,921.0,60.0,2.0,594.0,ES,CM,False,90.0,37.810311903246344
2141,Cameroon,Spain,2015,1437.0,676.0,54.0,1.0,723.0,ES,CM,False,145.0,50.31315240083507
2142,Cameroon,Spain,2016,1343.0,656.0,47.0,14.0,638.0,ES,CM,False,115.0,47.50558451228593
2143,Cameroon,Spain,2017,1425.0,646.0,40.0,5.0,748.0,ES,CM,False,630.0,52.491228070175445
2144,Cameroon,Spain,2018,1728.0,847.0,44.0,11.0,848.0,ES,CM,False,260.0,49.074074074074076
2145,Cameroon,Spain,2019,1708.0,901.0,47.0,9.0,768.0,ES,CM,False,225.0,44.96487119437939
2146,Cameroon,Spain,2020,361.0,198.0,14.0,1.0,119.0,ES,CM,False,65.0,32.96398891966759
2147,Cameroon,Spain,2021,519.0,378.0,29.0,4.0,99.0,ES,CM,False,135.0,19.07514450867052
2148,Cameroon,Switzerland,2012,1590.0,1105.0,349.0,0.0,485.0,CH,CM,False,55.0,30.50314465408805
2149,Cameroon,Switzerland,2013,1443.0,1041.0,388.0,1.0,401.0,CH,CM,False,70.0,27.78932778932779
2150,Cameroon,Switzerland,2014,1291.0,919.0,323.0,2.0,370.0,CH,CM,False,55.0,28.65995352439969
2151,Cameroon,Switzerland,2015,1078.0,634.0,174.0,3.0,441.0,CH,CM,False,55.0,40.909090909090914
2152,Cameroon,Switzerland,2016,1144.0,675.0,216.0,11.0,458.0,CH,CM,False,250.0,40.03496503496503
2153,Cameroon,Switzerland,2017,1256.0,787.0,260.0,2.0,467.0,CH,CM,False,210.0,37.181528662420384
2154,Cameroon,Switzerland,2018,1476.0,920.0,322.0,4.0,552.0,CH,CM,False,60.0,37.39837398373984
2155,Cameroon,Switzerland,2019,1658.0,939.0,311.0,0.0,719.0,CH,CM,False,50.0,43.36550060313631
2156,Cameroon,Switzerland,2020,272.0,142.0,60.0,0.0,130.0,CH,CM,False,40.0,47.794117647058826
2157,Cameroon,Switzerland,2021,267.0,212.0,86.0,1.0,54.0,CH,CM,False,35.0,20.224719101123593
2158,Canada,Austria,2012,238.0,223.0,130.0,0.0,15.0,AT,CA,True,,6.302521008403361
2159,Canada,Austria,2013,669.0,622.0,374.0,30.0,17.0,AT,CA,True,,2.5411061285500747
2160,Canada,Austria,2014,772.0,760.0,356.0,3.0,9.0,AT,CA,True,0.0,1.16580310880829
2161,Canada,Austria,2015,689.0,662.0,83.0,3.0,24.0,AT,CA,True,0.0,3.483309143686502
2162,Canada,Austria,2016,674.0,663.0,109.0,4.0,7.0,AT,CA,True,0.0,1.0385756676557862
2163,Canada,Austria,2017,739.0,718.0,110.0,0.0,21.0,AT,CA,True,0.0,2.841677943166441
2164,Canada,Austria,2018,686.0,659.0,107.0,1.0,26.0,AT,CA,True,0.0,3.7900874635568513
2165,Canada,Austria,2019,810.0,797.0,121.0,4.0,13.0,AT,CA,True,0.0,1.6049382716049383
2166,Canada,Austria,2020,128.0,128.0,15.0,0.0,0.0,AT,CA,True,0.0,0.0
2167,Canada,Austria,2021,200.0,198.0,197.0,0.0,2.0,AT,CA,True,0.0,1.0
2168,Canada,Belgium,2012,666.0,594.0,359.0,0.0,35.0,BE,CA,True,0.0,5.255255255255255
2169,Canada,Belgium,2013,776.0,678.0,381.0,0.0,40.0,BE,CA,True,5.0,5.154639175257731
2170,Canada,Belgium,2014,646.0,570.0,328.0,1.0,38.0,BE,CA,True,0.0,5.88235294117647
2171,Canada,Belgium,2015,589.0,522.0,254.0,0.0,24.0,BE,CA,True,0.0,4.074702886247878
2172,Canada,Belgium,2016,582.0,480.0,198.0,1.0,31.0,BE,CA,True,0.0,5.326460481099656
2173,Canada,Belgium,2017,722.0,549.0,134.0,0.0,80.0,BE,CA,True,0.0,11.080332409972298
2174,Canada,Belgium,2018,750.0,519.0,96.0,5.0,138.0,BE,CA,True,0.0,18.4
2175,Canada,Belgium,2019,750.0,528.0,101.0,2.0,156.0,BE,CA,True,0.0,20.8
2176,Canada,Belgium,2020,162.0,111.0,44.0,0.0,36.0,BE,CA,True,0.0,22.22222222222222
2177,Canada,Belgium,2021,308.0,171.0,118.0,0.0,62.0,BE,CA,True,0.0,20.12987012987013
2178,Canada,Czech Republic,2012,299.0,290.0,74.0,0.0,9.0,CZ,CA,True,0.0,3.0100334448160537
2179,Canada,Czech Republic,2013,334.0,263.0,104.0,59.0,12.0,CZ,CA,True,0.0,3.592814371257485
2180,Canada,Czech Republic,2014,296.0,289.0,164.0,3.0,4.0,CZ,CA,True,0.0,1.3513513513513513
2181,Canada,Czech Republic,2015,375.0,371.0,70.0,0.0,4.0,CZ,CA,True,0.0,1.0666666666666667
2182,Canada,Czech Republic,2016,422.0,418.0,104.0,0.0,2.0,CZ,CA,True,0.0,0.47393364928909953
2183,Canada,Czech Republic,2017,464.0,464.0,91.0,0.0,0.0,CZ,CA,True,0.0,0.0
2184,Canada,Czech Republic,2018,484.0,483.0,75.0,0.0,1.0,CZ,CA,True,0.0,0.2066115702479339
2185,Canada,Czech Republic,2019,611.0,600.0,332.0,1.0,10.0,CZ,CA,True,0.0,1.6366612111292964
2186,Canada,Czech Republic,2020,92.0,84.0,57.0,0.0,8.0,CZ,CA,True,0.0,8.695652173913043
2187,Canada,Czech Republic,2021,68.0,66.0,31.0,2.0,0.0,CZ,CA,True,0.0,0.0
2188,Canada,Denmark,2012,1056.0,706.0,156.0,0.0,4.0,DK,CA,True,0.0,0.3787878787878788
2189,Canada,Denmark,2013,1278.0,945.0,216.0,4.0,3.0,DK,CA,True,0.0,0.2347417840375587
2190,Canada,Denmark,2014,1286.0,1013.0,218.0,0.0,2.0,DK,CA,True,0.0,0.15552099533437014
2191,Canada,Denmark,2015,1232.0,1177.0,188.0,1.0,10.0,DK,CA,True,0.0,0.8116883116883116
2192,Canada,Denmark,2016,1648.0,1550.0,220.0,2.0,17.0,DK,CA,True,0.0,1.0315533980582525
2193,Canada,Denmark,2017,2191.0,2038.0,377.0,5.0,41.0,DK,CA,True,0.0,1.8712916476494752
2194,Canada,Denmark,2018,2760.0,2602.0,859.0,5.0,57.0,DK,CA,True,0.0,2.0652173913043477
2195,Canada,Denmark,2019,2927.0,2806.0,982.0,0.0,35.0,DK,CA,True,0.0,1.1957635804578066
2196,Canada,Denmark,2020,400.0,395.0,97.0,1.0,7.0,DK,CA,True,0.0,1.7500000000000002
2197,Canada,Estonia,2012,15.0,15.0,7.0,0.0,0.0,EE,CA,True,0.0,0.0
2198,Canada,Estonia,2013,25.0,25.0,18.0,0.0,0.0,EE,CA,True,0.0,0.0
2199,Canada,Estonia,2014,23.0,22.0,13.0,1.0,0.0,EE,CA,True,0.0,0.0
2200,Canada,Estonia,2015,17.0,16.0,7.0,0.0,1.0,EE,CA,True,0.0,5.88235294117647
2201,Canada,Estonia,2016,37.0,36.0,20.0,0.0,1.0,EE,CA,True,0.0,2.7027027027027026
2202,Canada,Estonia,2017,29.0,28.0,18.0,0.0,0.0,EE,CA,True,0.0,0.0
2203,Canada,Estonia,2018,56.0,56.0,32.0,0.0,0.0,EE,CA,True,0.0,0.0
2204,Canada,Estonia,2019,35.0,34.0,34.0,0.0,1.0,EE,CA,True,0.0,2.857142857142857
2205,Canada,Estonia,2020,11.0,11.0,11.0,0.0,0.0,EE,CA,True,0.0,0.0
2206,Canada,Estonia,2021,13.0,13.0,12.0,0.0,0.0,EE,CA,True,0.0,0.0
2207,Canada,Finland,2012,158.0,119.0,86.0,0.0,39.0,FI,CA,True,0.0,24.68354430379747
2208,Canada,Finland,2013,184.0,175.0,154.0,7.0,2.0,FI,CA,True,0.0,1.0869565217391304
2209,Canada,Finland,2014,159.0,154.0,71.0,3.0,2.0,FI,CA,True,0.0,1.257861635220126
2210,Canada,Finland,2015,50.0,46.0,34.0,1.0,3.0,FI,CA,True,0.0,6.0
2211,Canada,Finland,2016,1.0,0.0,0.0,1.0,0.0,FI,CA,True,0.0,0.0
2212,Canada,Finland,2017,1.0,1.0,1.0,0.0,0.0,FI,CA,True,0.0,0.0
2213,Canada,Finland,2018,1.0,0.0,0.0,0.0,0.0,FI,CA,True,0.0,0.0
2214,Canada,France,2012,4589.0,4423.0,634.0,0.0,166.0,FR,CA,True,0.0,3.6173458269775547
2215,Canada,France,2013,5926.0,5807.0,733.0,29.0,90.0,FR,CA,True,0.0,1.5187310158623017
2216,Canada,France,2014,6986.0,6890.0,968.0,9.0,87.0,FR,CA,True,0.0,1.2453478385342114
2217,Canada,France,2015,7834.0,7488.0,1485.0,1.0,152.0,FR,CA,True,0.0,1.940260403369926
2218,Canada,France,2016,8032.0,7610.0,1477.0,1.0,194.0,FR,CA,True,5.0,2.4153386454183265
2219,Canada,France,2017,7680.0,7374.0,1084.0,3.0,179.0,FR,CA,True,0.0,2.3307291666666665
2220,Canada,France,2018,9019.0,7944.0,520.0,1.0,764.0,FR,CA,True,0.0,8.471005654728906
2221,Canada,France,2019,10374.0,9389.0,529.0,1.0,802.0,FR,CA,True,10.0,7.730865625602467
2222,Canada,France,2020,2078.0,1946.0,274.0,5.0,91.0,FR,CA,True,5.0,4.379210779595765
2223,Canada,France,2021,2334.0,2108.0,275.0,0.0,135.0,FR,CA,True,5.0,5.784061696658098
2224,Canada,Germany,2012,3249.0,3186.0,219.0,0.0,63.0,DE,CA,True,0.0,1.9390581717451523
2225,Canada,Germany,2013,3177.0,2956.0,207.0,62.0,159.0,DE,CA,True,0.0,5.004721435316336
2226,Canada,Germany,2014,2396.0,2295.0,187.0,33.0,68.0,DE,CA,True,0.0,2.8380634390651087
2227,Canada,Germany,2015,7657.0,7414.0,1573.0,31.0,212.0,DE,CA,True,0.0,2.76870837142484
2228,Canada,Germany,2016,1754.0,1714.0,1589.0,22.0,18.0,DE,CA,True,0.0,1.0262257696693273
2229,Canada,Germany,2017,2182.0,2115.0,1940.0,28.0,39.0,DE,CA,True,5.0,1.7873510540788267
2230,Canada,Germany,2018,2429.0,2305.0,2281.0,33.0,91.0,DE,CA,True,5.0,3.7463976945244957
2231,Canada,Germany,2019,2827.0,2717.0,2672.0,21.0,89.0,DE,CA,True,5.0,3.1482136540502297
2232,Canada,Germany,2020,629.0,602.0,602.0,10.0,17.0,DE,CA,True,0.0,2.7027027027027026
2233,Canada,Germany,2021,607.0,533.0,445.0,16.0,51.0,DE,CA,True,0.0,8.40197693574959
2234,Canada,Greece,2012,399.0,396.0,119.0,0.0,0.0,GR,CA,True,0.0,0.0
2235,Canada,Greece,2013,480.0,477.0,179.0,0.0,3.0,GR,CA,True,0.0,0.625
2236,Canada,Greece,2014,710.0,702.0,214.0,2.0,6.0,GR,CA,True,0.0,0.8450704225352111
2237,Canada,Greece,2015,583.0,574.0,175.0,0.0,9.0,GR,CA,True,0.0,1.5437392795883362
2238,Canada,Greece,2016,680.0,668.0,216.0,0.0,12.0,GR,CA,True,0.0,1.7647058823529411
2239,Canada,Greece,2017,1010.0,992.0,359.0,1.0,17.0,GR,CA,True,0.0,1.6831683168316833
2240,Canada,Greece,2018,1093.0,1051.0,522.0,1.0,41.0,GR,CA,True,0.0,3.751143641354071
2241,Canada,Greece,2019,1260.0,1213.0,629.0,0.0,44.0,GR,CA,True,0.0,3.492063492063492
2242,Canada,Greece,2020,199.0,183.0,105.0,1.0,12.0,GR,CA,True,0.0,6.030150753768844
2243,Canada,Greece,2021,400.0,380.0,235.0,0.0,17.0,GR,CA,True,0.0,4.25
2244,Canada,Hungary,2012,98.0,97.0,22.0,0.0,1.0,HU,CA,True,,1.0204081632653061
2245,Canada,Hungary,2013,119.0,117.0,44.0,0.0,2.0,HU,CA,True,0.0,1.680672268907563
2246,Canada,Hungary,2014,87.0,86.0,41.0,0.0,1.0,HU,CA,True,0.0,1.1494252873563218
2247,Canada,Hungary,2015,100.0,97.0,34.0,0.0,3.0,HU,CA,True,0.0,3.0
2248,Canada,Hungary,2016,109.0,105.0,45.0,3.0,1.0,HU,CA,True,0.0,0.9174311926605505
2249,Canada,Hungary,2017,146.0,137.0,63.0,3.0,6.0,HU,CA,True,0.0,4.10958904109589
2250,Canada,Hungary,2018,188.0,177.0,60.0,2.0,9.0,HU,CA,True,0.0,4.787234042553192
2251,Canada,Hungary,2019,179.0,168.0,68.0,0.0,7.0,HU,CA,True,0.0,3.910614525139665
2252,Canada,Hungary,2020,46.0,44.0,16.0,0.0,2.0,HU,CA,True,0.0,4.3478260869565215
2253,Canada,Hungary,2021,19.0,15.0,9.0,0.0,4.0,HU,CA,True,0.0,21.052631578947366
2254,Canada,Italy,2012,1360.0,1359.0,877.0,0.0,1.0,IT,CA,True,0.0,0.07352941176470588
2255,Canada,Italy,2013,3088.0,2963.0,2358.0,113.0,12.0,IT,CA,True,0.0,0.38860103626943004
2256,Canada,Italy,2014,2999.0,2951.0,2101.0,34.0,14.0,IT,CA,True,0.0,0.46682227409136384
2257,Canada,Italy,2015,3179.0,3113.0,2169.0,13.0,53.0,IT,CA,True,0.0,1.6671909405473422
2258,Canada,Italy,2016,3367.0,3305.0,2141.0,0.0,62.0,IT,CA,True,0.0,1.8414018414018414
2259,Canada,Italy,2017,3911.0,3790.0,2907.0,84.0,37.0,IT,CA,True,0.0,0.9460496036819227
2260,Canada,Italy,2018,3912.0,3834.0,3048.0,2.0,76.0,IT,CA,True,0.0,1.9427402862985685
2261,Canada,Italy,2019,3960.0,3924.0,3073.0,1.0,35.0,IT,CA,True,0.0,0.8838383838383838
2262,Canada,Italy,2020,557.0,539.0,443.0,1.0,17.0,IT,CA,True,0.0,3.052064631956912
2263,Canada,Italy,2021,620.0,605.0,497.0,0.0,15.0,IT,CA,True,0.0,2.4193548387096775
2264,Canada,Latvia,2012,20.0,20.0,9.0,0.0,0.0,LV,CA,True,0.0,0.0
2265,Canada,Latvia,2013,28.0,27.0,9.0,1.0,0.0,LV,CA,True,0.0,0.0
2266,Canada,Latvia,2014,18.0,16.0,5.0,0.0,2.0,LV,CA,True,0.0,11.11111111111111
2267,Canada,Latvia,2015,26.0,26.0,8.0,0.0,0.0,LV,CA,True,0.0,0.0
2268,Canada,Latvia,2016,30.0,30.0,15.0,0.0,0.0,LV,CA,True,0.0,0.0
2269,Canada,Latvia,2017,36.0,36.0,20.0,0.0,0.0,LV,CA,True,0.0,0.0
2270,Canada,Latvia,2018,39.0,39.0,26.0,0.0,0.0,LV,CA,True,0.0,0.0
2271,Canada,Latvia,2019,32.0,32.0,27.0,0.0,0.0,LV,CA,True,0.0,0.0
2272,Canada,Latvia,2020,5.0,5.0,4.0,0.0,0.0,LV,CA,True,0.0,0.0
2273,Canada,Latvia,2021,14.0,13.0,12.0,0.0,1.0,LV,CA,True,0.0,7.142857142857142
2274,Canada,Lithuania,2012,25.0,17.0,11.0,0.0,1.0,LT,CA,True,0.0,4.0
2275,Canada,Lithuania,2013,27.0,26.0,11.0,0.0,0.0,LT,CA,True,0.0,0.0
2276,Canada,Lithuania,2014,23.0,20.0,10.0,0.0,1.0,LT,CA,True,0.0,4.3478260869565215
2277,Canada,Lithuania,2015,24.0,21.0,14.0,0.0,1.0,LT,CA,True,0.0,4.166666666666666
2278,Canada,Lithuania,2016,20.0,20.0,9.0,0.0,0.0,LT,CA,True,0.0,0.0
2279,Canada,Lithuania,2017,17.0,17.0,13.0,0.0,0.0,LT,CA,True,0.0,0.0
2280,Canada,Lithuania,2018,21.0,20.0,11.0,0.0,1.0,LT,CA,True,0.0,4.761904761904762
2281,Canada,Lithuania,2019,16.0,15.0,3.0,0.0,1.0,LT,CA,True,0.0,6.25
2282,Canada,Lithuania,2021,3.0,1.0,0.0,0.0,1.0,LT,CA,True,0.0,33.33333333333333
2283,Canada,Malta,2012,14.0,14.0,1.0,0.0,0.0,MT,CA,True,0.0,0.0
2284,Canada,Malta,2013,14.0,14.0,6.0,0.0,0.0,MT,CA,True,0.0,0.0
2285,Canada,Malta,2014,22.0,19.0,5.0,0.0,0.0,MT,CA,True,0.0,0.0
2286,Canada,Malta,2015,33.0,32.0,30.0,0.0,0.0,MT,CA,True,0.0,0.0
2287,Canada,Malta,2016,37.0,36.0,8.0,0.0,1.0,MT,CA,True,0.0,2.7027027027027026
2288,Canada,Malta,2017,26.0,24.0,7.0,0.0,2.0,MT,CA,True,0.0,7.6923076923076925
2289,Canada,Malta,2018,60.0,50.0,5.0,0.0,6.0,MT,CA,True,0.0,10.0
2290,Canada,Malta,2019,44.0,38.0,3.0,1.0,4.0,MT,CA,True,0.0,9.090909090909092
2291,Canada,Malta,2020,10.0,8.0,0.0,0.0,2.0,MT,CA,True,0.0,20.0
2292,Canada,Malta,2021,2.0,2.0,0.0,0.0,0.0,MT,CA,True,0.0,0.0
2293,Canada,Netherlands,2012,1158.0,1134.0,961.0,0.0,16.0,NL,CA,True,5.0,1.381692573402418
2294,Canada,Netherlands,2013,1228.0,1192.0,1094.0,9.0,27.0,NL,CA,True,0.0,2.198697068403909
2295,Canada,Netherlands,2014,1405.0,1348.0,1274.0,12.0,35.0,NL,CA,True,0.0,2.491103202846975
2296,Canada,Netherlands,2015,1782.0,1647.0,1485.0,5.0,97.0,NL,CA,True,0.0,5.4433221099887765
2297,Canada,Netherlands,2016,1588.0,1424.0,1385.0,21.0,106.0,NL,CA,True,0.0,6.675062972292191
2298,Canada,Netherlands,2017,1720.0,1611.0,1575.0,27.0,58.0,NL,CA,True,0.0,3.372093023255814
2299,Canada,Netherlands,2018,1723.0,1655.0,1593.0,8.0,40.0,NL,CA,True,0.0,2.321532211259431
2300,Canada,Netherlands,2019,2998.0,2818.0,2758.0,19.0,118.0,NL,CA,True,0.0,3.935957304869913
2301,Canada,Netherlands,2020,517.0,448.0,252.0,10.0,48.0,NL,CA,True,0.0,9.284332688588009
2302,Canada,Netherlands,2021,377.0,326.0,201.0,5.0,29.0,NL,CA,True,0.0,7.6923076923076925
2303,Canada,Norway,2012,2.0,0.0,0.0,0.0,2.0,NO,CA,True,0.0,100.0
2304,Canada,Norway,2014,4.0,3.0,0.0,0.0,1.0,NO,CA,True,0.0,25.0
2305,Canada,Poland,2012,264.0,262.0,97.0,0.0,2.0,PL,CA,True,0.0,0.7575757575757576
2306,Canada,Poland,2013,261.0,257.0,79.0,4.0,0.0,PL,CA,True,0.0,0.0
2307,Canada,Poland,2014,307.0,259.0,115.0,45.0,3.0,PL,CA,True,0.0,0.9771986970684038
2308,Canada,Poland,2015,271.0,271.0,132.0,0.0,0.0,PL,CA,True,0.0,0.0
2309,Canada,Poland,2016,386.0,381.0,152.0,3.0,2.0,PL,CA,True,0.0,0.5181347150259068
2310,Canada,Poland,2017,385.0,383.0,212.0,0.0,2.0,PL,CA,True,0.0,0.5194805194805194
2311,Canada,Poland,2018,430.0,419.0,185.0,0.0,11.0,PL,CA,True,0.0,2.558139534883721
2312,Canada,Poland,2019,489.0,482.0,205.0,0.0,7.0,PL,CA,True,0.0,1.4314928425357873
2313,Canada,Poland,2020,84.0,81.0,52.0,0.0,2.0,PL,CA,True,0.0,2.380952380952381
2314,Canada,Poland,2021,82.0,81.0,43.0,1.0,1.0,PL,CA,True,0.0,1.2195121951219512
2315,Canada,Portugal,2012,344.0,335.0,174.0,0.0,4.0,PT,CA,True,0.0,1.1627906976744187
2316,Canada,Portugal,2013,385.0,380.0,182.0,0.0,5.0,PT,CA,True,0.0,1.2987012987012987
2317,Canada,Portugal,2014,521.0,488.0,306.0,1.0,32.0,PT,CA,True,0.0,6.142034548944338
2318,Canada,Portugal,2015,580.0,556.0,350.0,0.0,24.0,PT,CA,True,0.0,4.137931034482759
2319,Canada,Portugal,2016,619.0,594.0,386.0,0.0,25.0,PT,CA,True,0.0,4.038772213247173
2320,Canada,Portugal,2017,960.0,921.0,500.0,4.0,35.0,PT,CA,True,0.0,3.6458333333333335
2321,Canada,Portugal,2018,1340.0,1273.0,680.0,2.0,65.0,PT,CA,True,0.0,4.850746268656716
2322,Canada,Portugal,2019,1183.0,1144.0,541.0,0.0,38.0,PT,CA,True,0.0,3.2121724429416734
2323,Canada,Portugal,2020,230.0,193.0,84.0,0.0,38.0,PT,CA,True,0.0,16.52173913043478
2324,Canada,Portugal,2021,240.0,216.0,65.0,1.0,23.0,PT,CA,True,0.0,9.583333333333334
2325,Canada,Slovakia,2012,24.0,23.0,18.0,0.0,0.0,SK,CA,True,0.0,0.0
2326,Canada,Slovakia,2013,20.0,20.0,15.0,0.0,0.0,SK,CA,True,0.0,0.0
2327,Canada,Slovakia,2014,18.0,18.0,16.0,0.0,0.0,SK,CA,True,0.0,0.0
2328,Canada,Slovakia,2015,19.0,19.0,10.0,0.0,0.0,SK,CA,True,0.0,0.0
2329,Canada,Slovakia,2016,13.0,13.0,11.0,0.0,0.0,SK,CA,True,0.0,0.0
