app_country,schengen_state,year,app,total_issued,mev_issued,ltv,rejected,code_schengen,code_app,visa_free
Cape Verde,France,2015,14,12,4,0,0,FR,CV,f
Cape Verde,Netherlands,2012,5,0,0,0,3,NL,CV,f
Cape Verde,Portugal,2009,10747,9073,0,0,1674,PT,CV,f
Cape Verde,Portugal,2010,9890,8135,3672,0,1755,PT,CV,f
Cape Verde,Portugal,2011,9067,7381,3442,0,1686,PT,CV,f
Cape Verde,Portugal,2012,9063,7705,3873,0,1358,PT,CV,f
Cape Verde,Portugal,2013,9642,7998,3600,1,1643,PT,CV,f
Cape Verde,Portugal,2014,13360,10385,4578,1,2974,PT,CV,f
Cape Verde,Portugal,2015,15760,11453,5122,2,4305,PT,CV,f
Cape Verde,Portugal,2016,15888,11633,4706,0,4255,PT,CV,f
Cape Verde,Portugal,2017,17310,12006,4380,1,5303,PT,CV,f
Cape Verde,Portugal,2018,19061,12664,4764,3,6394,PT,CV,f
Cape Verde,Portugal,2019,21666,13876,5085,2,7788,PT,CV,f
Cape Verde,Portugal,2020,5020,3363,1680,24,1657,PT,CV,f
Cape Verde,Portugal,2021,4265,3343,1636,0,922,PT,CV,f
Cape Verde,Spain,2009,1216,771,0,0,445,ES,CV,f
Cape Verde,Spain,2010,943,648,1,0,295,ES,CV,f
Cape Verde,Spain,2011,918,673,10,0,219,ES,CV,f
Cape Verde,Spain,2012,659,513,24,0,131,ES,CV,f
Cape Verde,Spain,2013,571,402,31,0,143,ES,CV,f
Cape Verde,Spain,2014,844,628,68,0,192,ES,CV,f
Cape Verde,Spain,2015,636,499,157,0,127,ES,CV,f
Cape Verde,Spain,2016,864,562,165,0,235,ES,CV,f
Cape Verde,Spain,2017,1024,689,196,0,320,ES,CV,f
Cape Verde,Spain,2018,1097,679,173,0,358,ES,CV,f
Cape Verde,Spain,2019,1282,722,222,0,529,ES,CV,f
Cape Verde,Spain,2020,234,158,61,0,71,ES,CV,f
Cape Verde,Spain,2021,511,402,64,0,73,ES,CV,f
Central African Republic,France,2009,988,148,0,0,840,FR,CF,f
Central African Republic,France,2010,2825,2066,261,0,759,FR,CF,f
Central African Republic,France,2011,2678,1929,301,0,749,FR,CF,f
Central African Republic,France,2012,2820,2039,482,0,781,FR,CF,f
Central African Republic,France,2013,2527,1543,160,16,968,FR,CF,f
Central African Republic,France,2014,3423,2515,868,6,902,FR,CF,f
Central African Republic,France,2015,4441,3028,1101,3,1364,FR,CF,f
Central African Republic,France,2016,5620,3686,1101,19,1896,FR,CF,f
Central African Republic,France,2017,4295,2374,621,0,1848,FR,CF,f
Central African Republic,France,2018,4101,2562,549,5,1469,FR,CF,f
Central African Republic,France,2019,4230,3030,777,3,1081,FR,CF,f
Central African Republic,France,2020,741,490,100,0,210,FR,CF,f
Central African Republic,France,2021,1021,691,112,0,278,FR,CF,f
Chad,France,2009,610,259,0,0,351,FR,TD,f
Chad,France,2010,4329,3886,630,0,443,FR,TD,f
Chad,France,2011,4016,3548,569,0,468,FR,TD,f
Chad,France,2012,4216,3945,776,0,271,FR,TD,f
Chad,France,2013,5292,4933,1241,2,357,FR,TD,f
Chad,France,2014,5783,5280,2607,13,490,FR,TD,f
Chad,France,2015,6028,5336,2454,1,546,FR,TD,f
Chad,France,2016,6222,5164,2454,224,996,FR,TD,f
Chad,France,2017,7209,5596,3388,3,1542,FR,TD,f
Chad,France,2018,7419,5128,2699,0,2209,FR,TD,f
Chad,France,2019,8334,5546,2660,2,2696,FR,TD,f
Chad,France,2020,1715,1045,390,0,613,FR,TD,f
Chad,France,2021,2537,1934,1115,0,536,FR,TD,f
Chile,Austria,2009,4,4,0,0,0,AT,CL,t
Chile,Austria,2010,17,17,4,0,0,AT,CL,t
Chile,Austria,2011,13,9,2,0,4,AT,CL,t
Chile,Austria,2012,20,20,1,0,0,AT,CL,t
Chile,Austria,2013,14,13,6,0,1,AT,CL,t
Chile,Austria,2014,43,43,40,0,0,AT,CL,t
Chile,Austria,2015,18,17,15,0,1,AT,CL,t
Chile,Austria,2016,12,12,9,0,0,AT,CL,t
Chile,Austria,2017,19,19,16,0,0,AT,CL,t
Chile,Austria,2018,22,22,17,0,0,AT,CL,t
Chile,Austria,2019,16,16,9,1,0,AT,CL,t
Chile,Austria,2020,1,1,1,0,0,AT,CL,t
Chile,Austria,2021,7,6,6,0,1,AT,CL,t
Chile,Belgium,2009,14,14,0,0,0,BE,CL,t
Chile,Belgium,2010,24,20,8,0,4,BE,CL,t
Chile,Belgium,2011,24,21,16,0,3,BE,CL,t
Chile,Belgium,2012,24,22,16,0,0,BE,CL,t
Chile,Belgium,2013,26,23,19,0,1,BE,CL,t
Chile,Belgium,2014,36,32,17,0,0,BE,CL,t
Chile,Belgium,2015,56,50,44,0,1,BE,CL,t
Chile,Belgium,2016,34,25,22,0,3,BE,CL,t
Chile,Belgium,2017,24,18,17,0,4,BE,CL,t
Chile,Belgium,2018,68,44,32,1,9,BE,CL,t
Chile,Belgium,2019,38,30,18,0,5,BE,CL,t
Chile,Belgium,2020,11,5,2,0,2,BE,CL,t
Chile,Belgium,2021,12,8,4,0,0,BE,CL,t
Chile,Czechia,2009,3,3,0,0,0,CZ,CL,t
Chile,Czechia,2010,7,7,2,0,0,CZ,CL,t
Chile,Czechia,2011,5,5,5,0,0,CZ,CL,t
Chile,Czechia,2012,6,4,2,0,2,CZ,CL,t
Chile,Czechia,2013,7,7,7,0,0,CZ,CL,t
Chile,Czechia,2014,10,10,2,0,0,CZ,CL,t
Chile,Czechia,2015,13,13,1,0,0,CZ,CL,t
Chile,Czechia,2016,12,11,6,0,1,CZ,CL,t
Chile,Czechia,2017,15,15,5,0,0,CZ,CL,t
Chile,Czechia,2018,6,6,1,0,0,CZ,CL,t
Chile,Czechia,2019,20,16,5,0,4,CZ,CL,t
Chile,Czechia,2020,6,5,1,0,1,CZ,CL,t
Chile,Czechia,2021,4,3,0,0,1,CZ,CL,t
Chile,Finland,2009,12,11,0,0,1,FI,CL,t
Chile,Finland,2010,19,19,7,0,0,FI,CL,t
Chile,Finland,2011,13,12,10,0,1,FI,CL,t
Chile,Finland,2012,10,7,4,0,3,FI,CL,t
Chile,Finland,2013,11,11,5,0,0,FI,CL,t
Chile,Finland,2014,12,11,3,0,1,FI,CL,t
Chile,Finland,2015,13,12,4,0,1,FI,CL,t
Chile,Finland,2016,9,8,3,0,1,FI,CL,t
Chile,Finland,2017,8,5,2,0,3,FI,CL,t
Chile,Finland,2018,9,6,4,0,3,FI,CL,t
Chile,Finland,2019,21,15,6,0,6,FI,CL,t
Chile,Finland,2020,5,4,2,1,1,FI,CL,t
Chile,Finland,2021,2,1,0,0,1,FI,CL,t
Chile,France,2009,186,171,0,0,15,FR,CL,t
Chile,France,2010,232,222,17,0,10,FR,CL,t
Chile,France,2011,284,282,22,0,2,FR,CL,t
Chile,France,2012,273,272,25,0,1,FR,CL,t
Chile,France,2013,326,313,22,11,2,FR,CL,t
Chile,France,2014,307,294,23,9,4,FR,CL,t
Chile,France,2015,357,337,25,0,12,FR,CL,t
Chile,France,2016,296,260,25,0,21,FR,CL,t
Chile,France,2017,278,243,20,0,31,FR,CL,t
Chile,France,2018,192,149,11,0,36,FR,CL,t
Chile,France,2019,360,215,22,5,134,FR,CL,t
Chile,France,2020,66,30,1,0,35,FR,CL,t
Chile,France,2021,144,67,1,1,70,FR,CL,t
Chile,Germany,2009,139,132,0,0,7,DE,CL,t
Chile,Germany,2010,165,160,9,0,5,DE,CL,t
Chile,Germany,2011,169,158,14,0,11,DE,CL,t
Chile,Germany,2012,182,179,13,0,3,DE,CL,t
Chile,Germany,2013,160,153,18,0,7,DE,CL,t
Chile,Germany,2014,129,117,16,0,12,DE,CL,t
Chile,Germany,2016,109,107,80,0,2,DE,CL,t
Chile,Germany,2017,117,113,86,2,2,DE,CL,t
Chile,Germany,2018,116,114,79,2,0,DE,CL,t
Chile,Germany,2019,137,125,70,3,9,DE,CL,t
Chile,Germany,2020,33,29,15,0,4,DE,CL,t
Chile,Germany,2021,20,18,18,0,1,DE,CL,t
Chile,Greece,2009,10,10,0,0,0,GR,CL,t
Chile,Greece,2010,11,11,2,0,0,GR,CL,t
Chile,Greece,2011,16,16,0,0,0,GR,CL,t
Chile,Greece,2012,17,16,6,0,1,GR,CL,t
Chile,Greece,2013,25,25,13,0,0,GR,CL,t
Chile,Greece,2014,4,4,4,0,0,GR,CL,t
Chile,Greece,2015,40,40,38,0,0,GR,CL,t
Chile,Greece,2016,16,15,15,0,1,GR,CL,t
Chile,Greece,2017,12,12,10,0,0,GR,CL,t
Chile,Greece,2018,20,20,10,0,0,GR,CL,t
Chile,Greece,2019,31,28,9,0,3,GR,CL,t
Chile,Greece,2020,1,1,0,0,0,GR,CL,t
Chile,Greece,2021,2,1,0,1,0,GR,CL,t
Chile,Hungary,2009,2,2,0,0,0,HU,CL,t
Chile,Italy,2009,125,122,0,0,3,IT,CL,t
Chile,Italy,2010,156,155,132,0,1,IT,CL,t
Chile,Italy,2011,161,160,158,0,1,IT,CL,t
Chile,Italy,2012,186,186,178,0,0,IT,CL,t
Chile,Italy,2013,198,195,173,3,0,IT,CL,t
Chile,Italy,2014,220,216,193,3,1,IT,CL,t
Chile,Italy,2015,272,264,237,2,6,IT,CL,t
Chile,Italy,2016,173,168,161,0,5,IT,CL,t
Chile,Italy,2017,213,208,202,0,5,IT,CL,t
Chile,Italy,2018,214,209,197,0,5,IT,CL,t
Chile,Italy,2019,221,219,210,0,2,IT,CL,t
Chile,Italy,2020,50,48,39,0,2,IT,CL,t
Chile,Italy,2021,38,38,37,0,0,IT,CL,t
Chile,Netherlands,2009,28,26,0,0,2,NL,CL,t
Chile,Netherlands,2010,43,40,11,0,3,NL,CL,t
Chile,Netherlands,2011,27,26,15,0,0,NL,CL,t
Chile,Netherlands,2012,42,38,25,0,4,NL,CL,t
Chile,Netherlands,2013,50,48,47,0,2,NL,CL,t
Chile,Netherlands,2014,53,51,49,0,2,NL,CL,t
Chile,Netherlands,2015,50,40,37,0,7,NL,CL,t
Chile,Netherlands,2016,43,33,33,0,9,NL,CL,t
Chile,Netherlands,2017,26,23,23,0,3,NL,CL,t
Chile,Netherlands,2018,45,33,33,0,11,NL,CL,t
Chile,Netherlands,2019,80,48,41,1,29,NL,CL,t
Chile,Netherlands,2020,23,13,7,0,9,NL,CL,t
Chile,Netherlands,2021,12,8,3,0,3,NL,CL,t
Chile,Norway,2010,1,0,0,0,1,NO,CL,t
Chile,Norway,2012,1,0,0,0,1,NO,CL,t
Chile,Norway,2013,10,10,0,0,0,NO,CL,t
Chile,Norway,2015,2,2,2,0,0,NO,CL,t
Chile,Poland,2009,8,7,0,0,1,PL,CL,t
Chile,Poland,2010,1,1,0,0,0,PL,CL,t
Chile,Poland,2011,1,1,1,0,0,PL,CL,t
Chile,Poland,2012,7,7,1,0,0,PL,CL,t
Chile,Poland,2013,8,8,3,0,0,PL,CL,t
Chile,Poland,2014,22,20,5,2,0,PL,CL,t
Chile,Poland,2015,11,11,2,0,0,PL,CL,t
Chile,Poland,2016,9,9,7,0,0,PL,CL,t
Chile,Poland,2017,10,10,5,0,0,PL,CL,t
Chile,Poland,2018,11,9,5,0,2,PL,CL,t
Chile,Poland,2019,7,7,7,0,0,PL,CL,t
Chile,Poland,2020,2,2,1,0,0,PL,CL,t
Chile,Portugal,2009,16,0,0,0,0,PT,CL,t
Chile,Portugal,2010,21,0,0,0,0,PT,CL,t
Chile,Portugal,2011,17,0,0,0,17,PT,CL,t
Chile,Portugal,2012,14,14,0,0,0,PT,CL,t
Chile,Portugal,2013,2,2,0,0,0,PT,CL,t
Chile,Portugal,2021,1,1,0,0,0,PT,CL,t
Chile,Spain,2009,331,264,0,0,67,ES,CL,t
Chile,Spain,2010,342,265,0,0,77,ES,CL,t
Chile,Spain,2011,396,310,2,0,50,ES,CL,t
Chile,Spain,2012,405,356,5,0,34,ES,CL,t
Chile,Spain,2013,523,493,39,2,9,ES,CL,t
Chile,Spain,2014,556,525,36,1,12,ES,CL,t
Chile,Spain,2015,627,581,35,2,40,ES,CL,t
Chile,Spain,2016,404,365,19,0,35,ES,CL,t
Chile,Spain,2017,486,412,23,0,58,ES,CL,t
Chile,Spain,2018,527,404,22,0,100,ES,CL,t
Chile,Spain,2019,706,502,22,0,168,ES,CL,t
Chile,Spain,2020,204,123,17,13,45,ES,CL,t
Chile,Spain,2021,279,164,12,7,73,ES,CL,t
Chile,Sweden,2009,262,65,0,0,197,SE,CL,t
Chile,Sweden,2010,226,124,0,0,102,SE,CL,t
Chile,Sweden,2011,187,58,11,0,125,SE,CL,t
Chile,Sweden,2012,59,49,17,0,0,SE,CL,t
Chile,Sweden,2013,69,50,18,0,3,SE,CL,t
Chile,Sweden,2014,58,45,12,0,0,SE,CL,t
Chile,Sweden,2015,81,70,29,0,2,SE,CL,t
Chile,Sweden,2016,49,40,19,0,5,SE,CL,t
Chile,Sweden,2017,36,35,14,0,0,SE,CL,t
Chile,Sweden,2018,48,43,16,1,2,SE,CL,t
Chile,Sweden,2019,49,48,8,0,1,SE,CL,t
Chile,Sweden,2020,11,7,3,0,3,SE,CL,t
Chile,Sweden,2021,1,1,0,0,0,SE,CL,t
Chile,Switzerland,2009,52,52,0,0,0,CH,CL,t
Chile,Switzerland,2010,38,37,0,0,1,CH,CL,t
Chile,Switzerland,2011,39,38,17,0,1,CH,CL,t
Chile,Switzerland,2012,52,52,33,0,0,CH,CL,t
Chile,Switzerland,2013,48,45,25,0,3,CH,CL,t
Chile,Switzerland,2014,39,39,21,0,0,CH,CL,t
Chile,Switzerland,2015,55,54,26,0,1,CH,CL,t
Chile,Switzerland,2016,30,29,6,0,1,CH,CL,t
Chile,Switzerland,2017,29,27,11,0,2,CH,CL,t
Chile,Switzerland,2018,30,26,5,0,4,CH,CL,t
Chile,Switzerland,2019,47,45,26,0,2,CH,CL,t
Chile,Switzerland,2020,7,7,6,0,0,CH,CL,t
Chile,Switzerland,2021,11,11,11,0,0,CH,CL,t
China,Austria,2009,17770,16383,0,0,1387,AT,CN,f
China,Austria,2010,20004,19251,1346,0,753,AT,CN,f
China,Austria,2011,26365,25725,1525,0,640,AT,CN,f
China,Austria,2012,32347,31327,1419,0,1020,AT,CN,f
China,Austria,2013,31290,30720,1320,2,568,AT,CN,f
China,Austria,2014,27356,27083,2092,1,272,AT,CN,f
China,Austria,2015,36705,36286,2766,1,418,AT,CN,f
China,Austria,2016,46200,45582,4046,0,618,AT,CN,f
China,Austria,2017,69948,68879,4889,1,1068,AT,CN,f
China,Austria,2018,81402,80400,4567,4,998,AT,CN,f
China,Austria,2019,98382,96818,5601,0,1565,AT,CN,f
China,Austria,2020,5089,4909,201,0,180,AT,CN,f
China,Austria,2021,578,507,478,0,71,AT,CN,f
China,Belgium,2009,12042,10922,0,0,1120,BE,CN,f
China,Belgium,2010,13201,11986,2161,0,1215,BE,CN,f
China,Belgium,2011,16523,15336,4080,0,1187,BE,CN,f
China,Belgium,2012,17593,16110,4049,0,1070,BE,CN,f
China,Belgium,2013,17199,16068,3494,1,746,BE,CN,f
China,Belgium,2014,17228,16471,5020,2,652,BE,CN,f
China,Belgium,2015,41557,39896,8378,2,671,BE,CN,f
China,Belgium,2016,42676,41049,12755,0,1088,BE,CN,f
China,Belgium,2017,43069,41797,12410,2,901,BE,CN,f
China,Belgium,2018,39575,38116,13736,4,1194,BE,CN,f
China,Belgium,2019,39659,37878,15407,3,1104,BE,CN,f
China,Belgium,2020,2680,2538,1423,1,42,BE,CN,f
China,Belgium,2021,1788,1744,1597,1,15,BE,CN,f
China,Czechia,2009,6457,5871,0,0,586,CZ,CN,f
China,Czechia,2010,8121,7666,269,0,455,CZ,CN,f
China,Czechia,2011,11898,11115,183,0,783,CZ,CN,f
China,Czechia,2012,13255,12617,342,0,638,CZ,CN,f
China,Czechia,2013,14681,14012,565,0,669,CZ,CN,f
China,Czechia,2014,18158,17972,1796,2,184,CZ,CN,f
China,Czechia,2015,28760,28687,2363,7,66,CZ,CN,f
China,Czechia,2016,62705,60906,5013,7,1789,CZ,CN,f
China,Czechia,2017,106333,101708,7579,15,4610,CZ,CN,f
China,Czechia,2018,122232,118885,9915,7,3338,CZ,CN,f
China,Czechia,2019,132085,128311,12361,1,3773,CZ,CN,f
China,Czechia,2020,5980,5824,366,0,156,CZ,CN,f
China,Czechia,2021,273,263,30,0,10,CZ,CN,f
China,Denmark,2009,12235,12059,0,0,176,DK,CN,f
China,Denmark,2010,14498,14172,2351,0,326,DK,CN,f
China,Denmark,2011,19543,18767,2596,0,196,DK,CN,f
China,Denmark,2012,21851,21070,3094,0,175,DK,CN,f
China,Denmark,2013,23667,22849,4444,0,159,DK,CN,f
China,Denmark,2014,24736,23969,5601,0,149,DK,CN,f
China,Denmark,2015,30746,29920,6709,0,307,DK,CN,f
China,Denmark,2016,36752,34541,6415,0,835,DK,CN,f
China,Denmark,2017,37843,37342,7438,3,870,DK,CN,f
China,Denmark,2018,46268,44574,8836,4,1006,DK,CN,f
China,Denmark,2019,44764,42919,9812,5,1337,DK,CN,f
China,Denmark,2020,3107,3442,709,0,132,DK,CN,f
China,Denmark,2021,863,722,300,0,105,DK,CN,f
China,Estonia,2009,579,507,0,0,72,EE,CN,f
China,Estonia,2010,575,555,161,0,20,EE,CN,f
China,Estonia,2011,2157,2055,151,0,102,EE,CN,f
China,Estonia,2012,1252,1157,197,0,95,EE,CN,f
China,Estonia,2013,1422,1334,255,6,82,EE,CN,f
China,Estonia,2014,929,831,138,16,76,EE,CN,f
China,Estonia,2015,1006,902,117,24,80,EE,CN,f
China,Estonia,2016,1629,1559,441,2,68,EE,CN,f
China,Estonia,2017,1990,1923,438,1,62,EE,CN,f
China,Estonia,2018,2369,2305,507,0,64,EE,CN,f
China,Estonia,2019,2627,2565,1009,1,61,EE,CN,f
China,Estonia,2020,111,100,34,0,11,EE,CN,f
China,Estonia,2021,6,5,3,0,0,EE,CN,f
China,Finland,2009,11330,11046,0,0,284,FI,CN,f
China,Finland,2010,12204,11867,1004,0,337,FI,CN,f
China,Finland,2011,16269,15961,1360,0,308,FI,CN,f
China,Finland,2012,15347,14910,1514,0,437,FI,CN,f
China,Finland,2013,14870,14575,1319,17,278,FI,CN,f
China,Finland,2014,14389,14163,1498,67,159,FI,CN,f
China,Finland,2015,17610,17412,1914,43,117,FI,CN,f
China,Finland,2016,27212,26642,3072,20,450,FI,CN,f
China,Finland,2017,34154,32958,2559,31,956,FI,CN,f
China,Finland,2018,38852,36956,2089,38,1699,FI,CN,f
China,Finland,2019,45247,41816,3119,24,3302,FI,CN,f
China,Finland,2020,4966,4580,717,5,386,FI,CN,f
China,Finland,2021,538,480,260,17,16,FI,CN,f
China,France,2009,149541,139258,0,0,10283,FR,CN,f
China,France,2010,215155,198898,12941,0,16257,FR,CN,f
China,France,2011,254551,237679,11516,0,16872,FR,CN,f
China,France,2012,296847,277099,12793,0,19748,FR,CN,f
China,France,2013,355980,335961,32417,202,19817,FR,CN,f
China,France,2014,562709,540156,73219,172,22381,FR,CN,f
China,France,2015,762616,733328,92437,9,27849,FR,CN,f
China,France,2016,610700,586345,92437,5,22663,FR,CN,f
China,France,2017,728343,697098,103855,56,29624,FR,CN,f
China,France,2018,816719,768744,106221,5,43793,FR,CN,f
China,France,2019,709616,664727,78009,0,38556,FR,CN,f
China,France,2020,47029,49961,10803,0,2798,FR,CN,f
China,France,2021,5125,4936,3777,0,125,FR,CN,f
China,Germany,2009,150419,138771,0,0,11648,DE,CN,f
China,Germany,2010,194514,184374,5669,0,10140,DE,CN,f
China,Germany,2011,217220,208287,8416,0,8933,DE,CN,f
China,Germany,2012,247278,236258,10577,0,11020,DE,CN,f
China,Germany,2013,290023,268404,15109,76,21543,DE,CN,f
China,Germany,2014,316197,302537,30909,92,13568,DE,CN,f
China,Germany,2015,362132,349326,60383,97,12709,DE,CN,f
China,Germany,2016,395241,383264,339103,32,11945,DE,CN,f
China,Germany,2017,406962,393512,359222,37,13413,DE,CN,f
China,Germany,2018,437462,418644,384463,42,18776,DE,CN,f
China,Germany,2019,431817,411078,375271,37,20702,DE,CN,f
China,Germany,2020,40435,37755,34885,0,2680,DE,CN,f
China,Germany,2021,4973,3990,3678,0,653,DE,CN,f
China,Greece,2009,8772,8519,0,0,253,GR,CN,f
China,Greece,2010,10720,10279,270,0,441,GR,CN,f
China,Greece,2011,18244,17541,257,0,625,GR,CN,f
China,Greece,2012,23293,22491,1379,0,801,GR,CN,f
China,Greece,2013,36567,35448,974,0,1119,GR,CN,f
China,Greece,2014,65138,64221,2292,5,948,GR,CN,f
China,Greece,2015,82401,80853,5342,6,1542,GR,CN,f
China,Greece,2016,57810,56634,4358,58,1118,GR,CN,f
China,Greece,2017,78494,76352,7002,1,2141,GR,CN,f
China,Greece,2018,100856,96259,7753,3,4594,GR,CN,f
China,Greece,2019,105642,101614,10160,1,3432,GR,CN,f
China,Greece,2020,6196,5316,598,0,139,GR,CN,f
China,Greece,2021,1524,1324,225,0,123,GR,CN,f
China,Hungary,2009,6586,5758,0,0,828,HU,CN,f
China,Hungary,2010,8507,7762,1626,0,745,HU,CN,f
China,Hungary,2011,11461,10713,1710,0,754,HU,CN,f
China,Hungary,2012,15335,14910,1456,0,425,HU,CN,f
China,Hungary,2013,19343,18829,1413,3,514,HU,CN,f
China,Hungary,2014,18424,17951,1121,6,467,HU,CN,f
China,Hungary,2015,23487,22789,1188,6,692,HU,CN,f
China,Hungary,2016,22173,21484,2549,9,680,HU,CN,f
China,Hungary,2017,28230,26833,6708,7,1390,HU,CN,f
China,Hungary,2018,30501,29054,7746,2,1445,HU,CN,f
China,Hungary,2019,37270,35515,8327,5,1478,HU,CN,f
China,Hungary,2020,2535,2381,554,0,112,HU,CN,f
China,Hungary,2021,1017,960,471,0,30,HU,CN,f
China,Iceland,2009,448,417,0,0,31,IS,CN,f
China,Iceland,2010,562,549,0,0,13,IS,CN,f
China,Iceland,2011,636,553,0,0,83,IS,CN,f
China,Iceland,2012,1088,1078,0,0,10,IS,CN,f
China,Iceland,2013,1203,1180,192,0,23,IS,CN,f
China,Iceland,2014,1284,1274,190,0,10,IS,CN,f
China,Iceland,2015,2582,2555,186,0,7,IS,CN,f
China,Iceland,2016,4486,4469,361,0,5,IS,CN,f
China,Iceland,2017,5832,5393,3967,0,63,IS,CN,f
China,Iceland,2018,7343,6869,1604,0,151,IS,CN,f
China,Iceland,2019,15034,14977,560,0,131,IS,CN,f
China,Iceland,2020,1069,1804,44,0,20,IS,CN,f
China,Iceland,2021,28,23,1,0,0,IS,CN,f
China,Italy,2009,95394,88807,0,0,6587,IT,CN,f
China,Italy,2010,154755,151547,39091,0,3208,IT,CN,f
China,Italy,2011,238404,230166,61024,0,8238,IT,CN,f
China,Italy,2012,277802,268348,86334,0,9454,IT,CN,f
China,Italy,2013,339106,333705,89267,128,5273,IT,CN,f
China,Italy,2014,386669,379217,102037,61,7391,IT,CN,f
China,Italy,2015,537763,524929,170185,40,12794,IT,CN,f
China,Italy,2016,362504,348824,165359,6,13674,IT,CN,f
China,Italy,2017,410396,396597,191795,12,13787,IT,CN,f
China,Italy,2018,475717,461829,243864,6,13882,IT,CN,f
China,Italy,2019,564537,549007,311763,1,15529,IT,CN,f
China,Italy,2020,34597,33432,17387,11,1154,IT,CN,f
China,Italy,2021,1994,1710,1438,3,281,IT,CN,f
China,Latvia,2009,340,241,0,0,99,LV,CN,f
China,Latvia,2010,540,462,30,0,78,LV,CN,f
China,Latvia,2011,798,679,29,0,119,LV,CN,f
China,Latvia,2012,925,881,78,0,29,LV,CN,f
China,Latvia,2013,1294,1236,90,1,57,LV,CN,f
China,Latvia,2014,4326,4270,411,27,29,LV,CN,f
China,Latvia,2015,1842,1802,246,0,40,LV,CN,f
China,Latvia,2016,1797,1732,368,0,53,LV,CN,f
China,Latvia,2017,2206,2167,468,0,54,LV,CN,f
China,Latvia,2018,2170,2075,596,0,64,LV,CN,f
China,Latvia,2019,2903,2781,932,1,98,LV,CN,f
China,Latvia,2020,158,165,61,0,15,LV,CN,f
China,Latvia,2021,73,72,45,1,0,LV,CN,f
China,Lithuania,2009,299,266,0,0,33,LT,CN,f
China,Lithuania,2010,391,342,97,0,49,LT,CN,f
China,Lithuania,2011,741,721,150,0,13,LT,CN,f
China,Lithuania,2012,890,853,74,0,45,LT,CN,f
China,Lithuania,2013,857,789,96,0,41,LT,CN,f
China,Lithuania,2014,760,670,137,0,30,LT,CN,f
China,Lithuania,2015,846,705,102,0,48,LT,CN,f
China,Lithuania,2016,886,806,114,0,67,LT,CN,f
China,Lithuania,2017,1143,956,161,0,103,LT,CN,f
China,Lithuania,2018,1701,1531,226,1,171,LT,CN,f
China,Lithuania,2019,2621,2254,118,1,316,LT,CN,f
China,Lithuania,2020,178,102,10,0,70,LT,CN,f
China,Lithuania,2021,3,3,1,0,0,LT,CN,f
China,Luxembourg,2009,868,825,0,0,43,LU,CN,f
China,Luxembourg,2010,1312,1264,367,0,48,LU,CN,f
China,Luxembourg,2011,2666,2609,361,0,57,LU,CN,f
China,Luxembourg,2012,3444,3379,2753,0,65,LU,CN,f
China,Luxembourg,2013,2699,2686,204,0,13,LU,CN,f
China,Luxembourg,2014,2024,2006,640,0,18,LU,CN,f
China,Luxembourg,2015,2251,2242,1438,0,9,LU,CN,f
China,Luxembourg,2016,1745,1668,1122,8,69,LU,CN,f
China,Luxembourg,2017,1977,1920,1239,1,56,LU,CN,f
China,Luxembourg,2018,2241,2178,1218,2,61,LU,CN,f
China,Luxembourg,2019,2493,2436,1578,1,56,LU,CN,f
China,Luxembourg,2020,209,201,95,0,8,LU,CN,f
China,Luxembourg,2021,76,70,14,0,3,LU,CN,f
China,Malta,2009,590,479,0,0,111,MT,CN,f
China,Malta,2010,912,724,87,0,188,MT,CN,f
China,Malta,2011,874,797,120,0,77,MT,CN,f
China,Malta,2012,1392,1135,236,0,257,MT,CN,f
China,Malta,2013,1208,1034,125,8,166,MT,CN,f
China,Malta,2014,2791,1317,360,964,449,MT,CN,f
China,Malta,2015,5060,4268,692,3,701,MT,CN,f
China,Malta,2016,6163,4205,749,5,1829,MT,CN,f
China,Malta,2017,10137,6909,779,13,3105,MT,CN,f
China,Malta,2018,6607,5163,678,45,1293,MT,CN,f
China,Malta,2019,7916,7043,2442,0,833,MT,CN,f
China,Malta,2020,1075,758,147,0,312,MT,CN,f
China,Malta,2021,863,753,217,0,91,MT,CN,f
China,Netherlands,2009,23797,22580,0,0,1217,NL,CN,f
China,Netherlands,2010,30337,29373,7052,0,964,NL,CN,f
China,Netherlands,2011,41331,39795,10224,0,1520,NL,CN,f
China,Netherlands,2012,41996,40536,9815,0,1448,NL,CN,f
China,Netherlands,2013,44363,43253,11879,11,1087,NL,CN,f
China,Netherlands,2014,47272,46060,22381,9,1040,NL,CN,f
China,Netherlands,2015,58583,55564,40421,2,2614,NL,CN,f
China,Netherlands,2016,57525,54839,41198,0,2290,NL,CN,f
China,Netherlands,2017,50137,48528,39190,2,1347,NL,CN,f
China,Netherlands,2018,74408,71704,56725,2,2287,NL,CN,f
China,Netherlands,2019,85859,83249,65297,3,2303,NL,CN,f
China,Netherlands,2020,6487,6300,5341,11,131,NL,CN,f
China,Netherlands,2021,2021,1955,1431,1,38,NL,CN,f
China,Norway,2009,11587,11599,0,0,-12,NO,CN,f
China,Norway,2010,20732,20031,911,0,701,NO,CN,f
China,Norway,2011,30076,29298,1315,0,778,NO,CN,f
China,Norway,2012,20733,20033,911,0,700,NO,CN,f
China,Norway,2013,57195,56279,2707,0,916,NO,CN,f
China,Norway,2014,50231,49287,2159,0,944,NO,CN,f
China,Norway,2015,81700,81308.99999999999,3168,1,390,NO,CN,f
